UNIT_NO,DIVISION,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,CATEGORY_CLASS,CATEGORY_GROUP,CATEGORY_GROUP_DESC,UNIT_TYPE,FUEL_PRODUCT,AGE,EXPECTED_LIFE(YR),IN_SERVICE_DATE,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,MAINTENENACE_LOCATION_NAME,PARK_LOCATION,PARK_LOCATION_NAME,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,TECH_SPEC,TECH_SPEC_DESC
329039,SOLID WASTE MANAGEMENT,2013.0,HYSTER,H70FT,LFZFTILZZZ,LIFT-FORKLIFT 51-60HP 4X2 15Y LPG,15.0,,329HYSTPR13,OFF-ROAD,PROPANE,,,DUFFERIN TRANSFER STN,Active Unit,SW0011,SW0011,PROPANE GAS,Active Unit,75 VANLEY CRES,,H6ACK---,0.0,"6,500 LB CAPACITY PROPANE FORKLIFT",STANDARD
323118,  SOLID WASTE MANAGEMENT ,2021.0,VOLVO,L120H,CLZOFTDZZZ,CON-ART-LOADER >260HP 4X4 10Y DIESEL,CONSTRUCT,CON-ART-LOAD,CONSTRUCT-ARTICULATED LOADER,OFF-ROAD,DIESEL / DYED DIESEL,1.41689678462709,10.0,44621.0,Active Unit,,SW0820,SW0820,VICTORIA PARK TRANSFER STN,005387,1 TRANSFER PL,SW-TDO,R50BCDEH,323VOLVDI21,272 HP 4WD ARTICULATED FRONT END LOADER
051007,MUNICIPAL LICENSING & STDS,2012.0,CHEVROLET,COLORADO,5CE1TTUZZZ,PU-COMP-EC CL1 4X2 10Y UNLEAD,CLASS1,PICKUP - COMPACT,051CHEVUN12,LIGHT DUTY,UNLEADED,11.1977187024353,10.0,41051.0,Unit is totaled,,MS1310,MS1310,ELLESMERE GARAGE,,,00,180000.0,2WD EXT. CAB COMPACT PICKUP TRUCK,STANDARD
112492,"PARKS, FORESTRY & RECREATION",2020.0,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,3.04977349695586,10.0,44025.0,Active Unit,,P00108,P00108,EASTERN GARAGE,006072,550 BAYVIEW AVE,V1.5UND,BYAC---8,112FORDUN20A,THREE QUARTER TON CARGO VAN
043262,TRANSPORTATION SERVICES,2014.0,DODGE,RAM 1500,5HS2TTUZZZ,PU-1/2T-SC CL2 4X2 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,unleaded,8.94566390791476,10.0,41873.0,Active Unit,,TS6010,TS6010,INGRAM GARAGE,005495,1401 CASTLEFIELD AVE,V1.5UND,BYAC---8,043DODGUN14,2WD 1500 PICK UP
318023,"PARKS, FORESTRY & RECREATION",2017.0,JOHN DEERE,JD3046,GRZEFWDSPZ,GM-TRACTOR 41-50HP 4X4 12Y DIESEL SPPL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,5.58949952435312,12.0,43098.0,Active Unit,,P00267,P00267,ELLESMERE GARAGE,003975,3079 BIRCHMOUNT RD,STANDARD,H6AE----,318JOHNDI17,2017 JOHN DEERE JD3046 46HP FARM TRACTOR
188031,"PARKS, FORESTRY & RECREATION",2013.0,FREIGHTLNR,M2 108SD,1DS8NWDCZZ,TRK-DUMP-SC CL8 6X4 12Y DIESEL CRN,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,10.712787195586,12.0,,Active Unit,,P00090,P00090,DISCO GARAGE,005381,441 KIPLING AVE,V5UND,B6ADR--9,188FREIDI13,TRUCK TANDEM AXLE W/ 18FT. DUMP BODY AND KNUCKLE BOOM CRANE
294049,"PARKS, FORESTRY & RECREATION",2008.0,VERMEER,BC1500XL,ABZP1WDZZZ,APP-BRUSH-CH 101-140HP SINGLE AXLE 12Y DIESEL,APPARATUS,APP-BRUSH-CH,APPARUTUS-BRUSH CHIPPER,OTHER,DIESEL,14.5894995243531,12.0,39813.0,Replacement Program,,P00068,P00068,BOOTH GARAGE,000520,433 EASTERN AVE,STANDARD,HC------,294VERMDI08,TOW BEHIND BRUSH CHIPPER
378272,TORONTO WATER,2017.0,POLARIS,BRUTUS,GUZCFEDZZZ,GM-UTILITY-CARTS 21-30HP 4X4 8Y DIESEL,8.0,378POLARDI17,2017 POLARIS BRUTUS/RANGER UTILITY VEHICLE 4x4,OFF-ROAD,DIESEL / DYED DIESEL,5.26347212709285,,EASTERN GARAGE,Active Unit,TW4105,TW4105,,Active Unit,,,0.0,2100.0,STANDARD,NO_PM_HR
112271,ENGINEERING & CONSTR. SERVICES,2011.0,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,12.712787195586,10.0,40498.0,Replacement Program,,ECS640,ECS640,DISCO GARAGE,002821,390 THE WEST MALL,V1.5OVR,BYAC---8,112FORDUN11-2,THREE QUARTER TON CARGO VAN
396443,"PARKS, FORESTRY & RECREATION",2016.0,TORO,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,10.0,396TORODI16,2016 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,OFF-ROAD,DYED DIESEL,6.90182829147641,,DISCO GARAGE,Active Unit,P00674,P00656,,Active Unit,,,0.0,2100.0,STANDARD,NO_PM_HR
064178,TORONTO HOUSING COMPANY,2019.0,DODGE,RAM 2500,5TS2FTUZZZ,PU-3/4T-SC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,UNLEADED,3.38402007229833,10.0,43903.0,Active Unit,,10000174,10000174,FINCH GARAGE,,,V1.5UND,BYAC---8,064DODGUN19,"DJ7L62 Ram 2500, Tradesman, Reg Cab, 4x4"
045148,SOLID WASTE MANAGEMENT,2019.0,DODGE,RAM 1500 (TRADESMAN),5HE2FVUEZZ,PU-1/2T-EC CL2 4X4 7Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,  LIGHT DUTY ,UNLEADED,4.27169130517504,7.0,43579.0,Active Unit,,SW0718,SW0718,YONGE GARAGE,005559,320 BERING AVE,V1.5UND,BYAC---8,045DODGUN19C,"2019 Ram 1500 (DT6L41) Tradesman Quad Cab, 4x4, 3.6L V6 with eTorque (7 years)"
396492,"PARKS, FORESTRY & RECREATION",2019.0,TORO,5910,GMZFFTDZZZ,GM-MOWER 51-60HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI19A,off-road,DIESEL / DYED DIESEL,4.34292418188737,10.0,43553.0,Active Unit,,P00408,P00408,FINCH GARAGE,247 ESTHER SHINER BLVD,,NO_PM_HR,0.0,2019 Toro Ground master 5910 16' MOWER,STANDARD
319160,"PARKS, FORESTRY & RECREATION",2016.0,JOHN DEERE,JD3046,GRZEFWDSPZ,GM-TRACTOR 41-50HP 4X4 12Y DIESEL SPPL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,6.80319815449011,12.0,42655.0,Active Unit,,P00265,P00265,ELLESMERE GARAGE,003681,891 MORNINGSIDE AVE,STANDARD,H6AE----,318JOHNDI16,2016 JOHN DEERE JD3046 46HP FARM TRACTOR
322060,"PARKS, FORESTRY & RECREATION",2009.0,CASE,580SM,CBZJFWDHSZ,CON-BACKHOE 81-100HP 4X4 12Y DIESEL HAMSNWB,CONSTRUCT,CON-BACKHOE,,OFF-ROAD,  DIESEL / DYED DIESEL ,13.4031981544901,12.0,40246.0,Active Unit,,P07646,P07646,FINCH GARAGE,002979,4200 YONGE ST,STANDARD,H6AC----,322CASEDI09-2,4WD LOADER-BACKHOE W HAMMER/SNOWBLADE
378160,TORONTO WATER,2009.0,KUBOTA,RTV900,GUZCFEDZZZ,GM-UTILITY-CARTS 21-30HP 4X4 8Y DIESEL,40035.0,4WD UTILITY VEHICLE,STANDARD,OFF-ROAD,DIESEL,,ELLESMERE GARAGE,,Active Unit,TW4105,,1160.0,,,,2100.0,005649,NO_PM,0.0
041323,TRANSPORTATION SERVICES,2019.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.90182829147641,8.0,43714.0,  Active Unit ,,TS3060,TS3060,FINCH GARAGE,005181,55 JOHN ST,V1.5UND,BYAC---8,041CHEVUN19,2019 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
003222,TORONTO HOUSING COMPANY,2010.0,MAZDA,3,7CZ1TEUZZZ,PASS-COMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,13.0,8.0,41222.0,Replacement Program,,10000174,10000174,FINCH GARAGE,,,V1OVR,BYAC---8,003MAZDUN10,2011 MAZDA 3
415012,"PARKS, FORESTRY & RECREATION",2019.0,TORO,GREENPRO 1260 GREENS ROLLER,GMZAFTUZZZ,GM-MOWER <10HP 4X4 10Y UNLEAD,43711.0,2019 TORO MODEL 44913 GREENSPRO 1260 GREENS ROLLER,STANDARD,OFF-ROAD,UNLEADED,3.9100474695586,ELLESMERE GARAGE,Active Unit,active unit,P07645,,1160.0,,,,700.0,005043,NO_PM,0.0
161012,SOLID WASTE MANAGEMENT,2010.0,INTERNATIO,4300,1BS6TWDOZZ,TRK-CUBE-SC CL6 4X2 12Y DIESEL PLG,CLASS6,TRUCK-CUBE,TRUCK - CUBE,HEAVY DUTY,DIESEL,13.8963488394216,12.0,40066.0,  Replacement Program ,,SW1040,SW1040,ELLESMERE GARAGE,3892-2,2000 MIDLAND AVE,V3OVR,B6AD---9,161INTEDI10,22 ft. Cube Van Body with lift gate
073123,"PARKS, FORESTRY & RECREATION",2015.0,FORD,F350,5OC3TTDZZZ,PU-1T-CC CL3 4X2 10Y DIESEL,CLASS3,PICKU-1TON,PICKUP - 1 TON,MEDIUM DUTY,DIESEL,8.57306116818874,10.0,42009.0,Active Unit,,P00549,P00549,EASTERN GARAGE,0520-1,50 BOOTH AVE,V1.5UND,B6AD---8,073FORDDI15,4X2 CREW CAB PICKUP TRUCK
WORK3183,SOLID WASTE MANAGEMENT,1996.0,MADVAC,101D,RVZCTSDZZZ,RM-LITTER-VACUUM 21-30HP 4X2 6Y DIESEL,ROADMAIN,,VAC031196,OFF-ROAD,DIESEL,27.4059378805175,6.0,35135.0,Unit Return for Disp/Sale/Rem,,SW0718,SW0718,YONGE GARAGE,,,H2AHE---,0.0,(MADVAC) SELF PROPELLED LITTER PICKER,STANDARD
378367,TORONTO WATER,2023.0,JOHN DEERE,XUV835M,GUZFFEUZZZ,GM-UTILITY-CARTS 51-60HP 4X4 8Y UNLEAD,8.0,GROUND-UTILITY CARTS,378JOHNUN23,OFF-ROAD,UNLEADED,0.397718702435312,,DISCO GARAGE,Active Unit,TW4080,TW4080,,Active Unit,130 THE QUEENSWAY,,NO_PM_HR,0.0,2023 JOHN DEERE XUV835M 4X4 GATOR UTILITY VEHICLE,STANDARD
041373,TORONTO WATER,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,light duty,UNLEADED,3.37306116818874,8.0,,Active Unit,,TW2015,TW2015,EASTERN GARAGE,005154,545 COMMISSIONERS ST,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
175049,TRANSPORTATION SERVICES,2011.0,FREIGHTLNR,M2 106,1DS8TWDZZZ,TRK-DUMP-SC CL8 4X2 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,12.5785406202435,12.0,40547.0,active unit,,TS6020,TS6020,INGRAM GARAGE,000525,1116 KING ST W,V5.5OVR,B6AD---9,175FREIDI11,SINGLE AXLE DUMP TRUCK
041375,TORONTO WATER,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.44155431887367,8.0,43882.0,Active Unit,,TW2020,TW2020,EASTERN GARAGE,005154,545 COMMISSIONERS ST,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
317012,EXHIBITION PLACE,2018.0,TENNANT,M30,FSZATEEZZZ,FM-FLOOR-SCRUBBER <10HP 4X2 8Y ELECT,43510.0,2018 TENNANT M-30 ELECTRIC SCURBBER/SWEEPER,STANDARD,OFF-ROAD,electric,4.46073240106545,CANADIAN NATIONAL EXHIBITION,Active Unit,Active Unit,10000336,ZERO EMISSION - ELECTRIC VEHICLE,1160.0,,,,700.0,,NO_PM_HR,0.0
319088,EXHIBITION PLACE,2007.0,KUBOTA,L3540HSTC,GRZDFWDPZZ,GM-TRACTOR 31-40HP 4X4 12Y DIESEL PL,12.0,319KUBODI07,37HP 4WD UTILITY TRACTOR,OFF-ROAD,DYED DIESEL,15.5621022640791,,CANADIAN NATIONAL EXHIBITION,Active Unit,10000336,10000336,,Active Unit,,,0.0,2800.0,STANDARD,NO_PM_HR
050127,TORONTO WATER,2021.0,dodge,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,2.56758171613394,10.0,44201.0,Active Unit,,TW2035,TW2035,ELLESMERE GARAGE,006217,60 TIFFIELD RD,V1.5UND,BYAC---8,050DODGUN21,"2021 Ram 1500 Tradesman Crew Cab 4x4 (5'7"" Box)"
396370,"PARKS, FORESTRY & RECREATION",2014.0,john deere,1445 II,GMZDFTDZZZ,GM-MOWER 31-40HP 4X4 10Y DIESEL,10.0,396JOHNDI14A,"31 HP 4WD, 72"" FRONT-MOUNT RIDE-ON ROTARY MOWER",OFF-ROAD,DIESEL,8.83333514079148,,FINCH GARAGE,Active Unit,P00404,P00404,,Active Unit,,,0.0,2800.0,STANDARD,NO_PM_HR
003296,TORONTO WATER,2020.0,  CHEVROLET ,BOLT EV,7SZ1TEEZZZ,PASS-SUBCOMP CL1 4X2 8Y ELECT,8.0,SEDAN - PASSENGER,003CHEVEL20,LIGHT DUTY,ELECTRIC,2.56484199010655,,INGRAM GARAGE,Active Unit,TW7075,TW7075,ZERO EMISSION - ELECTRIC VEHICLE,Active Unit,28 REES ST,,OC-----8,160000.0,ELECTRIC 5-DOOR HATCHBACK SEDAN,V1UND
762604,"PARKS, FORESTRY & RECREATION",1999.0,CUSHMAN,898652,GUZDFEUZZZ,GM-UTILITY-CARTS 31-40HP 4X4 8Y UNLEAD,8.0,TURFUTI083099,UTILITY/MISC 898652 (CUSHMAN),OFF-ROAD,UNLEADED,23.9347050038052,,FINCH GARAGE,Active Unit,FL7009,P07645,,REDEPLOYED Unit,,,0.0,2800.0,STANDARD,NO_PM
003124,FLEET SERVICES,2011.0,FORD,FUSION HYBRI,7MZ1TENZZZ,PASS-MS CL1 4X2 8Y HYBUN,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,12.6333351407915,8.0,40527.0,UNIT AT AUCTION TO BE SOLD,,MS1360,FL7009,ELLESMERE GARAGE,005763,1530 MARKHAM RD,STANDARD,BYAC---8,003FORDUN11,GAS/ELECTRIC HYBRID 4-DOOR SEDAN
041414,TORONTO WATER,2022.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,0.512787195585997,8.0,44951.0,Active Unit,,TW6010,TW6010,EASTERN GARAGE,005154,545 COMMISSIONERS ST,V1.5UND,BYAC---8,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV
329010,TORONTO WATER,2002.0,YALE,GLP050RG,LFZETILZZZ,LIFT-FORKLIFT 41-50HP 4X2 15Y LPG,15.0,,329YALEPR02,OFF-ROAD,PROPANE,20.6251159627093,,EASTERN GARAGE,Active Unit,TW2055,TW2055,PROPANE GAS,Active Unit,545 COMMISSIONERS ST,,H6ACK---,0.0,5000LB PROPANE POWERED FORKLIFT,STANDARD
112421,FACILITIES MGMT & REAL ESTATE,2018.0,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,5.24429404490107,,43224.0,ACTIVE UNIT,,FA2308,FA2308,ELLESMERE GARAGE,003892,1050 ELLESMERE RD,V1.5UND,BYAC---8,112FORDUN18,THREE QUARTER TON CARGO VAN
222010,EXHIBITION PLACE,2004.0,FREIGHTLNR,M-2,9RY8TSDZZZ,PACK-REARL-16CUYD CL8 4X2 6Y DIESEL,6.0,222FREIDI04,CONVENTIONAL CHASSIS WITH FANOTECH 20 CU.YD REAR LOADING REFUSE PACKER,HEAVY DUTY,DIESEL,19.1347050038052,,CANADIAN NATIONAL EXHIBITION,Active Unit,10000336,10000336,,Active Unit,,,250000.0,10000.0,STANDARD,NO_PM
237216,SOLID WASTE MANAGEMENT,2018.0,MACK,LR633,9CD8NFCZZZ,PACK-AUTOSIDELCO-25CUYD CL8 6X4 5Y CNG,CLASS8,TRUCK-SLOAD,TRUCK - SIDE LOADER,HEAVY DUTY,NATURAL GAS,4.35114335996956,5.0,43550.0,Replacement Program,,SW1040,SW1040,ELLESMERE GARAGE,3892-2,2000 MIDLAND AVE,V8UND,B6ADASL9,237MACKNG18B,CNG CAB OVER CHASSIS WITH LABRIE ALLEYGATOR 23 CU.YD AUTOMATED SIDE LOAD WITH RIGHT SIDE SIT DOWN
384014,MUNICIPAL LICENSING & STDS,2004.0,GIANT,ALUXX,KMZZDEZZZZ,BIKE-MANUAL 2 WHEEL 8 YEAR,38352.0,MANUAL BICYCLE,STANDARD,OFF-ROAD,,18.5922392503805,EASTERN GARAGE,Active Unit,Active Unit,MS1300,,1160.0,,,,0.0,000520,NONMETER,0.0
LF0041,TRANSPORTATION SERVICES,2007.0,UNKNOWN,LEAFBOX,HLZZZTZZZZ,ATT-LEAF-BOX 10Y,10.0,LEAFBOX,TRANSPORTATION LEAF BOX,OTHER,,13.6333351407915,,,Active Unit,TS6030,TS6030,,Replacement Program,,,0.0,0.0,STANDARD,NO_PM3S-
003093,"PARKS, FORESTRY & RECREATION",2010.0,FORD,FUSION HYBRI,7MZ1TENZZZ,PASS-MS CL1 4X2 8Y HYBUN,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,  LIGHT DUTY ,UNLEADED,13.9182666476408,8.0,40058.0,Active Unit,,P00180,P00180,FINCH GARAGE,005559,320 BERING AVE,V1OVR,OYAC---8,003FORDUN10,GAS/ELECTRIC HYBRID 4-DOOR SEDAN
267240,toronto water,2021.0,J&J,LD-2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,15.0,,267J&JNA21,  OTHER ,PRODUCT N/A,1.93744472983257,,EASTERN GARAGE,Active Unit,TW2015,TW2015,,Active Unit,30 NORTHLINE RD,,ND------,0.0,16FT. TANDEM AXLE TRAILER,STANDARD
194004,TORONTO WATER,2011.0,INTERNATIO,4300,1BS7TWDMZZ,TRK-CUBE-SC CL7 4X2 12Y DIESEL CMPR,CLASS7,TRUCK-CUBE,TRUCK - CUBE,HEAVY DUTY,,11.7484036339422,12.0,40850.0,Replacement Program,,TW2015,TW2015,DISCO GARAGE,002426,150 DISCO RD,V3UND,B6AD---9,194INTERDI11,INTERNATIONAL 4300 M7 WITH 16FT VAN BODY
135051,FLEET SERVICES,2002.0,FORD,E450 S. DUTY,1BS4TTDZZZ,TRK-CUBE-SC CL4 4X2 10Y DIESEL,CLASS4,TRUCK-CUBE,TRUCK - CUBE,MEDIUM DUTY,DIESEL,19.6328767123288,10.0,37844.0,  Unit SOLD ,,P00859,FL7009,FINCH GARAGE,4426-1,21 ALNESS ST,STANDARD,O6AD---8,135FORDDI02A,14' CUTAWAY CUBE VAN
080127,TORONTO WATER,2022.0,FORD,F550,1UC5FTUVZZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD VALV,CLASS5,TRUCK- UTILI,TRUCK - UTILITY,MEDIUM DUTY,UNLEADED,0.225115962709285,10.0,45056.0,Active Unit,,TW2025,TW2025,FINCH GARAGE,004426,1026 FINCH AVE W,V4UND,B6AD---8,080FORDUN22,2022 Ford F550 Crew Cab w/ Utility Body and Front + Side Valve Exerciser
007019,TORONTO HOUSING COMPANY,2015.0,FORD,INTERCEPTOR,7FP1FEUZZZ,PASS-FS-POLICE CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,7.64977349695586,8.0,42346.0,Replacement Program,,10000174,10000174,EASTERN GARAGE,,,V1.5UND,BYAC---8,007FORDUN15,Ford Police Interceptor Sedan
158064,"PARKS, FORESTRY & RECREATION",2010.0,FREIGHTLNR,M2 106,1DS8TWDZZZ,TRK-DUMP-SC CL8 4X2 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,13.4963488394216,12.0,40212.0,Active Unit,,P00656,P00656,DISCO GARAGE,004793,149 ELMCREST RD,V5.5OVR,B6AD---9,158FREIDI10,SINGLE AXLE TRUCK CHASSIS WITH 12' DUMP BODY
065177,TRANSPORTATION SERVICES,2022.0,FORD,F250 4X4,5TE2FTUPZZ,PU-3/4T-EC CL2 4X4 10Y UNLEAD PL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,  UNLEADED ,0.5100474695586,10.0,44952.0,Active Unit,,TS6060,TS6060,INGRAM GARAGE,10010,EASTERN GARAGE,V1.5UND,B6AD---8,065FORDUN22A,"2022 Ford F-250, 4WD, SuperCab, w/ V-Plow & TC-12 Arrow Board"
323111,"PARKS, FORESTRY & RECREATION",2021.0,CASE,321F,CLZGWWDZZZ,CON-ART-LOADER 61-70HP 2X2 12Y DIESEL,CONSTRUCT,CON-ART-LOAD,CONSTRUCT-ARTICULATED LOADER,OFF-ROAD,DIESEL,2.14292418188737,12.0,44356.0,Active Unit,,P00898,P00898,INGRAM GARAGE,005109,301 ROCKCLIFFE BLVD,STANDARD,H6AC----,323CASEDI21A,ARTICULATED COMPACT WHEEL LOADER
045104,"PARKS, FORESTRY & RECREATION",2014.0,dodge,RAM 1500,5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,8.39497897640791,10.0,42074.0,active unit,,P00898,P00898,INGRAM GARAGE,005109,301 ROCKCLIFFE BLVD,V1.5UND,BYAC---8,045DODGUN14-1,4WD EXT. CAB PICKUP TRUCK
236313,SOLID WASTE MANAGEMENT,2018.0,MACK,MRU 633,9EU8NSCZZZ,PACK-REARLCO-32CUYD CL8 6X4 6Y CNG,CLASS8,TRUCK-RLOAD,TRUCK - REAR LOADER,HEAVY DUTY,NATURAL GAS,5.35936253805175,6.0,43182.0,Replacement Program,,SW1030,SW1030,BERMONDSEY GARAGE,004869,25 OLD EGLINTON AVE,V8UND,B6ADRLP9,236MACKNG18,CNG CAB OVER CHASSIS WITH MCNEILUS 32 CU.YD SINGLE STREAM REAR LOADING PACKER
077022,FACILITIES MGMT & REAL ESTATE,2012.0,FORD,F350 S. DUTY,5OT2TTDOZZ,PU-1T-UTLTY-EC CL2 4X2 10Y DIESEL PLG,CLASS2,PICKU-1TON,PICKUP - 1 TON,LIGHT DUTY,DIESEL,10.8360748668189,10.0,41183.0,Active Unit,,FA2311,FA2311,EASTERN GARAGE,000829,131 RIVER ST,V1.5OVR,B6AD---8,077FORDDI12-1,FORD F-350 EXTENDED CAB WITH UTILITY BODY PLG
112488,"PARKS, FORESTRY & RECREATION",2020.0,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,3.06073240106545,10.0,44021.0,Active Unit,,P00085,P00085,DISCO GARAGE,005381,441 KIPLING AVE,V1.5UND,B6AD---8,112FORDUN20,THREE QUARTER TON CARGO VAN
094139,PUBLIC HEALTH,2022.0,CHRYSLER,PACIFICA,7VZ2TEUZZZ,PASS-MV CL2 4X2 8Y UNLEAD,CLASS2,VAN-PASS,VAN - PASSENGER,LIGHT DUTY,UNLEADED,0.244294044901065,8.0,45049.0,Active Unit,,PH4061,PH4061,EASTERN GARAGE,000520,433 EASTERN AVE,V1UND,BYAC---8,094CHRYUN22,2022 CHRYSLER PACIFICA PASSENGER MINIVAN
222025,solid waste management,2015.0,isuzu,NRR,9ES5TVDZZZ,PACK-REARLCO-6CUYD CL5 4X2 7Y DIESEL,CLASS5,TRUCK-RLOAD,TRUCK - REAR LOADER,MEDIUM DUTY,DIESEL,8.56484199010655,7.0,42012.0,Replacement Program,,SW1060,SW1060,BERMONDSEY GARAGE,004869,25 OLD EGLINTON AVE,V8OVR,B6AD---9,222ISUZDI15,CAB OVER CHASSIS WITH LOADMASTER 6 CU.YD REAR LOADING PACKER
112454,SOLID WASTE MANAGEMENT,2019.0,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN - 3/4 TON,112FORDUN19B,LIGHT DUTY,unleaded,4.46895157914764,10.0,43507.0,Active Unit,,SW0011,SW0011,FINCH GARAGE,75 VANLEY CRES,,BYAC---8,220000.0,THREE QUARTER TON CARGO VAN,V1.5UND
378285,"PARKS, FORESTRY & RECREATION",2017.0,POLARIS,BRUTUS,GUZCFEDZZZ,GM-UTILITY-CARTS 21-30HP 4X4 8Y DIESEL,8.0,378POLARDI17,2017 POLARIS BRUTUS/RANGER UTILITY VEHICLE 4x4,OFF-ROAD,DIESEL / DYED DIESEL,5.76210226407915,,ELLESMERE GARAGE,Active Unit,P00272,P00272,,Active Unit,,,0.0,2100.0,STANDARD,NO_PM_HR
319186,"PARKS, FORESTRY & RECREATION",2021.0,JOHN DEERE,JD5090E,GRZJFWDPZZ,GM-TRACTOR 81-100HP 4X4 12Y DIESEL PL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,1.22511596270928,12.0,44691.0,Active Unit,,P00090,P00090,DISCO GARAGE,005559,320 BERING AVE,STANDARD,H6AE----,319JOHNDI21,2021 JOHN DEERE JD5090E 90HP FARM TRACTOR
396439,"PARKS, FORESTRY & RECREATION",2016.0,toro,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI16,OFF-ROAD,DYED DIESEL,6.90182829147641,10.0,42619.0,Active Unit,,P12754,P12754,DISCO GARAGE,27 TORYORK DR,,NO_PM_HR,0.0,2016 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,STANDARD
